"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","y","d","id","time"
1.20728648904016,-0.13931809114868,-1.74209894030444,11.5612946490488,7.65790246529862,-5.76698295217948,3.31557034320368,2.81939323109332,-8.31159749403928,-1.52910945712572,0.73797678621144,7.76309975893852,1.48424405027992,4.47374266031716,1.61193619465186,-5.9498168109822,-4.31283543547972,-2.63110000320012,12.2363224126193,7.04159365759121,-0.71358715441444,-2.08040149467716,-3.62370754984504,2.78561597924307,-2.208901613108,-6.52259898016016,-5.55686720414068,-1.85283652183185,1.08019141220369,2.80727180857376,-0.329754278656401,-0.76311916198596,1,1
6.45636168904016,-0.93762130114868,-1.04198664030444,-3.6251927509512,2.76780096529862,4.14349804782052,1.89333994320368,0.60393193109332,2.80292420596072,2.40153151287428,2.91540008621144,8.67167725893852,-1.82996634972008,-0.73350383968284,0.54033290465186,-2.1463004599822,1.75291566452028,1.53324519679988,5.82099431261926,0.224508957591208,-5.15820095441444,3.01316570532284,1.05050631015496,4.72112467924307,3.028057186892,3.25073271983984,-3.37107520414068,7.73399294816815,9.87012701220369,4.41612744857376,-6.6604692786564,-4.74792246198596,1,2
-7.79950581095984,4.95833550885132,-0.76210364030444,3.0598577490488,6.89728706529862,1.54936944782052,4.02756904320368,-0.34540766890668,9.02149860596072,0.19003591287428,-2.85649756378856,-2.12488544106148,-2.16581964972008,3.19969096031716,-4.86500890534814,0.1866415890178,1.25089336452028,3.60393999679988,-1.33138211538074,3.57899675759121,-1.72038625441444,3.83507320532284,-0.517808539845044,3.44044617924307,-0.131007313108,-1.58618238016016,-0.677769004140676,0.393630148168151,-0.131376087796308,1.44358911857376,14.7532417213436,8.71767373801404,1,3
-1.38826453095984,-5.36692109114868,2.86046575969556,-8.1199155509512,8.37642256529862,9.30190344782052,2.94004794320368,-0.79065276890668,9.28653660596072,-4.31007118712572,1.94785118621144,2.15498602893852,-6.72772484972008,-3.24838983968284,-0.09398203534814,0.2371967890178,6.35065886452028,-6.87274250320012,7.67451271261926,0.454408357591208,1.62453724558556,-3.32892179467716,-1.17743794984504,-4.87239832075693,-1.224304813108,12.4255307198398,-0.264720704140676,3.77814374816815,6.01484161220369,6.05827044857376,6.3742881213436,1.90742890801404,1,4
8.03328118904016,-0.35263309114868,1.29446883969556,-0.1433284609512,-7.33170353470138,-1.02141986217948,-3.29111055679632,-3.68998253890668,-7.48011079403928,-1.24492159712572,-4.89663791378856,-7.18577894106148,-1.05227154972008,0.59340846031716,3.60407439465186,-2.7087171609822,4.22169736452028,3.87800739679988,-10.5989161873807,-5.11329824240879,0.59795118558556,-0.0875702246771599,-0.327244919845044,3.37974147924307,-0.821045013108001,-6.74117918016016,3.74568859585932,-2.58719905183185,0.478804412203692,0.25555984857376,6.6105295213436,6.02898403801404,1,5
-6.85625991095984,3.95275700885132,-1.51998534030444,2.3989451490488,-2.42969553470138,-2.16228837217948,-4.30851005679632,4.55484293109332,3.38049610596072,0.47304541287428,1.24161768621144,-3.12679044106148,5.47771945027992,-6.33190043968284,1.86338609465186,3.3484536890178,1.48455646452028,7.11020009679988,4.24717131261926,1.81800995759121,1.68304844558556,-5.54744919467716,2.88831705015496,0.00359107924306779,2.890193586892,4.78293781983984,4.85630509585932,-1.67221779183185,-1.70851133779631,-5.29482525142624,15.6372517213436,8.90129703801404,1,6
0.90884868904016,-1.92714792314868,6.31207615969556,4.0647346490488,1.03738036529862,-0.15538645217948,-5.73102075679632,6.67237903109332,-11.2200554940393,-2.65910706712572,2.30901628621144,-1.08730494106148,7.88753295027992,1.65144796031716,-0.20121124534814,6.3614903890178,-6.61421343547972,-1.72437150320012,-0.41012528738074,6.90135685759121,6.51611684558556,1.51006694532284,-0.983472049845044,-11.1967530207569,2.563309286892,4.02498811983984,8.20316359585932,2.95062194816815,-1.00618499779631,7.11004094857376,13.3470021213436,8.38097993801404,1,7
-1.26248157095984,2.10076460885132,3.38977675969556,-0.00244722095120009,8.06351246529862,4.86945444782052,4.91779874320368,-3.95972457890668,-3.22982229403928,4.25561031287428,0.98740938621144,-1.32755294106148,-5.85036834972008,11.4300858603172,3.75915589465186,-1.0688726109822,-6.13050983547972,4.24385539679988,-0.88544670738074,0.839393757591208,1.08596382558556,7.01324360532284,-0.776299449845044,14.1062589792431,7.293185386892,3.95735821983984,-0.253280904140676,0.497812948168151,0.830159512203692,0.28201914857376,4.7380678213436,0.33404611801404,1,8
0.17029468904016,-0.09988669114868,4.53128635969556,0.6155626490488,-9.06632403470138,-2.31702755217948,-3.28294085679632,10.1173242310933,7.03537020596072,3.27754391287428,3.68608528621144,-0.69074714106148,8.66278195027992,-1.39859021968284,9.18921079465186,3.9146648890178,-5.90068103547972,4.64775339679988,-0.73352191738074,-8.76012694240879,4.84692884558556,2.21179060532284,7.00877565015496,5.81507777924307,-0.786741413108,-3.51404788016016,6.14981889585932,-4.31215925183185,-2.37247648779631,-3.56654185142624,8.8983184213436,2.63168133801404,1,9
9.85022118904016,6.85601720885132,-2.29271024030444,-1.0888229509512,-4.44292413470138,1.80575594782052,9.51182624320369,-3.57974603890668,8.31269970596072,8.66733181287428,4.61965558621144,6.93030555893852,3.56501365027992,1.21138806031716,-4.13968380534814,7.2176314890178,16.5577957645203,-3.76528240320012,-5.85166468738074,2.71402085759121,0.44218472358556,3.21579240532284,8.06321615015496,-7.51062632075693,-1.209523613108,-0.22268368016016,-2.47686910414068,3.63010394816815,-1.61030636779631,-4.44323175142624,-21.3656632786564,-14.342769961986,1,10
